network         ,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider
1.32.192.0/23   ,1819730   ,1819730                      ,                              ,0                 ,0
1.32.194.0/24   ,1668284   ,1819730                      ,                              ,0                 ,0
1.32.195.0/24   ,1819730   ,1819730                      ,                              ,0                 ,0
1.32.196.0/24   ,1819730   ,1819730                      ,                              ,0                 ,0
1.32.197.0/24   ,1668284   ,1819730                      ,                              ,0                 ,0
1.32.198.0/23   ,1819730   ,1819730                      ,                              ,0                 ,0
1.32.200.0/23   ,1880251   ,1880251                      ,                              ,0                 ,0
1.32.202.0/25   ,1668284   ,1880251                      ,                              ,0                 ,0
1.32.202.128/25 ,1880251   ,1880251                      ,                              ,0                 ,0
1.32.203.0/25   ,1668284   ,1880251                      ,                              ,0                 ,0
1.32.203.128/25 ,1880251   ,1880251                      ,                              ,0                 ,0
1.32.204.0/25   ,1668284   ,1880251                      ,                              ,0                 ,0
1.32.204.128/25 ,1880251   ,1880251                      ,                              ,0                 ,0
1.32.205.0/24   ,1819730   ,1880251                      ,                              ,0                 ,0
1.32.206.0/23   ,1880251   ,1880251                      ,                              ,0                 ,0
1.32.208.0/21   ,1668284   ,1668284                      ,                              ,0                 ,0
1.32.216.0/21   ,1880251   ,1835841                      ,                              ,0                 ,0
1.32.224.0/21   ,1861060   ,1861060                      ,                              ,0                 ,0
1.32.232.0/21   ,6252001   ,6252001                      ,                              ,0                 ,0
1.32.240.0/21   ,1880251   ,1819730                      ,                              ,0                 ,0
1.32.248.0/22   ,1880251   ,1819730                      ,                              ,0                 ,0
1.32.252.0/24   ,1831722   ,1819730                      ,                              ,0                 ,0
1.32.253.0/24   ,1819730   ,1819730                      ,                              ,0                 ,0
1.32.254.0/23   ,1819730   ,1819730                      ,                              ,0                 ,0
1.33.0.0/16     ,1861060   ,1861060                      ,                              ,0                 ,0
1.34.0.0/32     ,1814991   ,1668284                      ,                              ,0                 ,0
1.34.0.1/32     ,1668284   ,1668284                      ,                              ,0                 ,0
1.34.0.2/31     ,1668284   ,1668284                      ,                              ,0                 ,0
1.34.0.4/30     ,1668284   ,1668284                      ,                              ,0                 ,0
1.34.0.8/29     ,1668284   ,1668284                      ,                              ,0                 ,0
1.34.0.16/28    ,1668284   ,1668284                      ,                              ,0                 ,0
1.34.0.32/27    ,1668284   ,1668284                      ,                              ,0                 ,0
1.34.0.64/26    ,1668284   ,1668284                      ,                              ,0                 ,0
1.34.0.128/25   ,1668284   ,1668284                      ,                              ,0                 ,0
1.34.1.0/24     ,1668284   ,1668284                      ,                              ,0                 ,0
1.34.2.0/23     ,1668284   ,1668284                      ,                              ,0                 ,0
1.34.4.0/22     ,1668284   ,1668284                      ,                              ,0                 ,0
1.34.8.0/21     ,1668284   ,1668284                      ,                              ,0                 ,0
1.34.16.0/20    ,1668284   ,1668284                      ,                              ,0                 ,0
1.34.32.0/19    ,1668284   ,1668284                      ,                              ,0                 ,0
1.34.64.0/18    ,1668284   ,1668284                      ,                              ,0                 ,0
1.34.128.0/17   ,1668284   ,1668284                      ,                              ,0                 ,0
1.35.0.0/16     ,1668284   ,1668284                      ,                              ,0                 ,0
1.36.0.0/16     ,1819730   ,1819730                      ,                              ,0                 ,0
1.37.0.0/16     ,1694008   ,1694008                      ,                              ,0                 ,0
1.38.0.0/15     ,1269750   ,1269750                      ,                              ,0                 ,0
1.40.0.0/14     ,2077456   ,2077456                      ,                              ,0                 ,0
1.44.0.0/16     ,2077456   ,2077456                      ,                              ,0                 ,0
1.45.0.0/16     ,1814991   ,1814991                      ,                              ,0                 ,0
1.46.0.0/19     ,1605651   ,1605651                      ,                              ,0                 ,0
1.46.32.0/20    ,1605651   ,1605651                      ,                              ,0                 ,0
1.46.48.0/21    ,1605651   ,1605651                      ,                              ,0                 ,0
1.46.56.0/22    ,1605651   ,1605651                      ,                              ,0                 ,0
1.46.60.0/32    ,1605651   ,1605651                      ,                              ,0                 ,0
1.46.60.1/32    ,1814991   ,1605651                      ,                              ,0                 ,0
1.46.60.2/31    ,1605651   ,1605651                      ,                              ,0                 ,0
1.46.60.4/30    ,1605651   ,1605651                      ,                              ,0                 ,0
1.46.60.8/29    ,1605651   ,1605651                      ,                              ,0                 ,0
1.46.60.16/28   ,1605651   ,1605651                      ,                              ,0                 ,0
1.46.60.32/27   ,1605651   ,1605651                      ,                              ,0                 ,0
1.46.60.64/26   ,1605651   ,1605651                      ,                              ,0                 ,0
1.46.60.128/25  ,1605651   ,1605651                      ,                              ,0                 ,0
1.46.61.0/24    ,1605651   ,1605651                      ,                              ,0                 ,0
1.46.62.0/23    ,1605651   ,1605651                      ,                              ,0                 ,0
1.46.64.0/18    ,1605651   ,1605651                      ,                              ,0                 ,0
1.46.128.0/17   ,1605651   ,1605651                      ,                              ,0                 ,0
1.47.0.0/16     ,1605651   ,1605651                      ,                              ,0                 ,0
1.48.0.0/14     ,1814991   ,1814991                      ,                              ,0                 ,0
1.52.0.0/14     ,1562822   ,1562822                      ,                              ,0                 ,0
1.56.0.0/13     ,1814991   ,1814991                      ,                              ,0                 ,0
1.64.0.0/15     ,1819730   ,1819730                      ,                              ,0                 ,0
1.66.0.0/15     ,1861060   ,1861060                      ,                              ,0                 ,0
1.68.0.0/14     ,1814991   ,1814991                      ,                              ,0                 ,0
1.72.0.0/13     ,1861060   ,1861060                      ,                              ,0                 ,0
1.80.0.0/12     ,1814991   ,1814991                      ,                              ,0                 ,0
1.96.0.0/12     ,1835841   ,1835841                      ,                              ,0                 ,0
1.112.0.0/14    ,1861060   ,1861060                      ,                              ,0                 ,0
1.116.0.0/14    ,1814991   ,1814991                      ,                              ,0                 ,0
1.120.0.0/13    ,2077456   ,2077456                      ,                              ,0                 ,0
1.128.0.0/11    ,2077456   ,2077456                      ,                              ,0                 ,0
1.160.0.0/12    ,1668284   ,1668284                      ,                              ,0                 ,0
1.176.0.0/15    ,1835841   ,1835841                      ,                              ,0                 ,0
1.178.0.0/16    ,2077456   ,2077456                      ,                              ,0                 ,0
1.179.0.0/17    ,2077456   ,2077456                      ,                              ,0                 ,0
1.179.128.0/17  ,1605651   ,1605651                      ,                              ,0                 ,0
1.180.0.0/14    ,1814991   ,1814991                      ,                              ,0                 ,0
1.184.0.0/15    ,1814991   ,1814991                      ,                              ,0                 ,0
1.186.0.0/15    ,1269750   ,1269750                      ,                              ,0                 ,0
1.188.0.0/14    ,1814991   ,1814991                      ,                              ,0                 ,0
1.192.0.0/13    ,1814991   ,1814991                      ,                              ,0                 ,0
1.200.0.0/16    ,1668284   ,1668284                      ,                              ,0                 ,0
1.201.0.0/16    ,1835841   ,1835841                      ,                              ,0                 ,0
1.202.0.0/15    ,1814991   ,1814991                      ,                              ,0                 ,0
1.204.0.0/14    ,1814991   ,1814991                      ,                              ,0                 ,0
1.208.0.0/12    ,1835841   ,1835841                      ,                              ,0                 ,0
1.224.0.0/11    ,1835841   ,1835841                      ,                              ,0                 ,0
2.0.0.0/12      ,3017382   ,3017382                      ,                              ,0                 ,0
2.16.0.0/22     ,6255148   ,                             ,                              ,0                 ,0
2.16.4.0/23     ,6255148   ,                             ,                              ,0                 ,0
2.16.6.0/23     ,2921044   ,2921044                      ,                              ,0                 ,0
2.16.8.0/30     ,6255148   ,                             ,                              ,0                 ,0
2.16.8.4/32     ,6255148   ,                             ,                              ,0                 ,0
2.16.8.5/32     ,2510769   ,                             ,                              ,0                 ,0
2.16.8.6/31     ,2510769   ,                             ,                              ,0                 ,0
2.16.8.8/30     ,6255148   ,                             ,                              ,0                 ,0
2.16.8.12/30    ,2510769   ,                             ,                              ,0                 ,0
2.16.8.16/30    ,6255148   ,                             ,                              ,0                 ,0
2.16.8.20/30    ,2510769   ,                             ,                              ,0                 ,0
2.16.8.24/30    ,6255148   ,                             ,                              ,0                 ,0
2.16.8.28/30    ,2510769   ,                             ,                              ,0                 ,0
2.16.8.32/30    ,6255148   ,                             ,                              ,0                 ,0
2.16.8.36/30    ,2510769   ,                             ,                              ,0                 ,0
2.16.8.40/30    ,6255148   ,                             ,                              ,0                 ,0
2.16.8.44/30    ,2510769   ,                             ,                              ,0                 ,0
2.16.8.48/30    ,6255148   ,                             ,                              ,0                 ,0
2.16.8.52/30    ,2510769   ,                             ,                              ,0                 ,0
2.16.8.56/30    ,6255148   ,                             ,                              ,0                 ,0
2.16.8.60/30    ,2510769   ,                             ,                              ,0                 ,0
2.16.8.64/30    ,6255148   ,                             ,                              ,0                 ,0
2.16.8.68/30    ,2510769   ,                             ,                              ,0                 ,0
2.16.8.72/30    ,6255148   ,                             ,                              ,0                 ,0
2.16.8.76/30    ,2510769   ,                             ,                              ,0                 ,0
2.16.8.80/30    ,6255148   ,                             ,                              ,0                 ,0
2.16.8.84/31    ,2510769   ,                             ,                              ,0                 ,0
2.16.8.86/32    ,6255148   ,                             ,                              ,0                 ,0
2.16.8.87/32    ,2510769   ,                             ,                              ,0                 ,0
2.16.8.88/30    ,6255148   ,                             ,                              ,0                 ,0
2.16.8.92/30    ,2510769   ,                             ,                              ,0                 ,0
2.16.8.96/27    ,6255148   ,                             ,                              ,0                 ,0
2.16.8.128/25   ,6255148   ,                             ,                              ,0                 ,0
2.16.9.0/24     ,6255148   ,                             ,                              ,0                 ,0
2.16.10.0/25    ,6255148   ,                             ,                              ,0                 ,0
2.16.10.128/26  ,6255148   ,                             ,                              ,0                 ,0
2.16.10.192/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.10.196/30  ,2017370   ,                             ,                              ,0                 ,0
2.16.10.200/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.10.204/30  ,2017370   ,                             ,                              ,0                 ,0
2.16.10.208/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.10.212/30  ,2017370   ,                             ,                              ,0                 ,0
2.16.10.216/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.10.220/32  ,6255148   ,                             ,                              ,0                 ,0
2.16.10.221/32  ,2017370   ,                             ,                              ,0                 ,0
2.16.10.222/31  ,2017370   ,                             ,                              ,0                 ,0
2.16.10.224/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.10.228/30  ,2017370   ,                             ,                              ,0                 ,0
2.16.10.232/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.10.236/30  ,2017370   ,                             ,                              ,0                 ,0
2.16.10.240/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.10.244/31  ,2017370   ,                             ,                              ,0                 ,0
2.16.10.246/31  ,6255148   ,                             ,                              ,0                 ,0
2.16.10.248/29  ,6255148   ,                             ,                              ,0                 ,0
2.16.11.0/24    ,6255148   ,                             ,                              ,0                 ,0
2.16.12.0/22    ,6255148   ,                             ,                              ,0                 ,0
2.16.16.0/23    ,6255148   ,                             ,                              ,0                 ,0
2.16.18.0/24    ,6255148   ,                             ,                              ,0                 ,0
2.16.19.0/28    ,6255148   ,                             ,                              ,0                 ,0
2.16.19.16/30   ,6255148   ,                             ,                              ,0                 ,0
2.16.19.20/30   ,390903    ,                             ,                              ,0                 ,0
2.16.19.24/30   ,6255148   ,                             ,                              ,0                 ,0
2.16.19.28/30   ,390903    ,                             ,                              ,0                 ,0
2.16.19.32/27   ,6255148   ,                             ,                              ,0                 ,0
2.16.19.64/26   ,6255148   ,                             ,                              ,0                 ,0
2.16.19.128/25  ,6255148   ,                             ,                              ,0                 ,0
2.16.20.0/23    ,6255148   ,                             ,                              ,0                 ,0
2.16.22.0/27    ,6255148   ,                             ,                              ,0                 ,0
2.16.22.32/28   ,6255148   ,                             ,                              ,0                 ,0
2.16.22.48/29   ,6255148   ,                             ,                              ,0                 ,0
2.16.22.56/30   ,6255148   ,                             ,                              ,0                 ,0
2.16.22.60/31   ,6255148   ,                             ,                              ,0                 ,0
2.16.22.62/31   ,3175395   ,                             ,                              ,0                 ,0
2.16.22.64/28   ,6255148   ,                             ,                              ,0                 ,0
2.16.22.80/29   ,6255148   ,                             ,                              ,0                 ,0
2.16.22.88/30   ,6255148   ,                             ,                              ,0                 ,0
2.16.22.92/31   ,6255148   ,                             ,                              ,0                 ,0
2.16.22.94/31   ,3175395   ,                             ,                              ,0                 ,0
2.16.22.96/27   ,6255148   ,                             ,                              ,0                 ,0
2.16.22.128/26  ,6255148   ,                             ,                              ,0                 ,0
2.16.22.192/31  ,6255148   ,                             ,                              ,0                 ,0
2.16.22.194/32  ,6255148   ,                             ,                              ,0                 ,0
2.16.22.195/32  ,3175395   ,                             ,                              ,0                 ,0
2.16.22.196/32  ,3175395   ,                             ,                              ,0                 ,0
2.16.22.197/32  ,6255148   ,                             ,                              ,0                 ,0
2.16.22.198/31  ,6255148   ,                             ,                              ,0                 ,0
2.16.22.200/29  ,6255148   ,                             ,                              ,0                 ,0
2.16.22.208/29  ,6255148   ,                             ,                              ,0                 ,0
2.16.22.216/31  ,6255148   ,                             ,                              ,0                 ,0
2.16.22.218/31  ,3175395   ,                             ,                              ,0                 ,0
2.16.22.220/32  ,3175395   ,                             ,                              ,0                 ,0
2.16.22.221/32  ,6255148   ,                             ,                              ,0                 ,0
2.16.22.222/31  ,6255148   ,                             ,                              ,0                 ,0
2.16.22.224/32  ,6255148   ,                             ,                              ,0                 ,0
2.16.22.225/32  ,3175395   ,                             ,                              ,0                 ,0
2.16.22.226/31  ,3175395   ,                             ,                              ,0                 ,0
2.16.22.228/32  ,3175395   ,                             ,                              ,0                 ,0
2.16.22.229/32  ,6255148   ,                             ,                              ,0                 ,0
2.16.22.230/31  ,6255148   ,                             ,                              ,0                 ,0
2.16.22.232/32  ,6255148   ,                             ,                              ,0                 ,0
2.16.22.233/32  ,3175395   ,                             ,                              ,0                 ,0
2.16.22.234/31  ,3175395   ,                             ,                              ,0                 ,0
2.16.22.236/32  ,3175395   ,                             ,                              ,0                 ,0
2.16.22.237/32  ,6255148   ,                             ,                              ,0                 ,0
2.16.22.238/31  ,6255148   ,                             ,                              ,0                 ,0
2.16.22.240/32  ,6255148   ,                             ,                              ,0                 ,0
2.16.22.241/32  ,3175395   ,                             ,                              ,0                 ,0
2.16.22.242/31  ,3175395   ,                             ,                              ,0                 ,0
2.16.22.244/32  ,3175395   ,                             ,                              ,0                 ,0
2.16.22.245/32  ,6255148   ,                             ,                              ,0                 ,0
2.16.22.246/31  ,6255148   ,                             ,                              ,0                 ,0
2.16.22.248/32  ,6255148   ,                             ,                              ,0                 ,0
2.16.22.249/32  ,3175395   ,                             ,                              ,0                 ,0
2.16.22.250/31  ,6255148   ,                             ,                              ,0                 ,0
2.16.22.252/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.23.0/24    ,6255148   ,                             ,                              ,0                 ,0
2.16.24.0/21    ,6255148   ,                             ,                              ,0                 ,0
2.16.32.0/22    ,6255148   ,                             ,                              ,0                 ,0
2.16.36.0/24    ,2077456   ,294640                       ,                              ,0                 ,0
2.16.37.0/24    ,2635167   ,294640                       ,                              ,0                 ,0
2.16.38.0/23    ,6255148   ,                             ,                              ,0                 ,0
2.16.40.0/21    ,6255148   ,                             ,                              ,0                 ,0
2.16.48.0/30    ,6255148   ,                             ,                              ,0                 ,0
2.16.48.4/30    ,2635167   ,                             ,                              ,0                 ,0
2.16.48.8/30    ,6255148   ,                             ,                              ,0                 ,0
2.16.48.12/30   ,2635167   ,                             ,                              ,0                 ,0
2.16.48.16/30   ,6255148   ,                             ,                              ,0                 ,0
2.16.48.20/30   ,2635167   ,                             ,                              ,0                 ,0
2.16.48.24/30   ,6255148   ,                             ,                              ,0                 ,0
2.16.48.28/30   ,2635167   ,                             ,                              ,0                 ,0
2.16.48.32/30   ,6255148   ,                             ,                              ,0                 ,0
2.16.48.36/30   ,2635167   ,                             ,                              ,0                 ,0
2.16.48.40/30   ,6255148   ,                             ,                              ,0                 ,0
2.16.48.44/30   ,2635167   ,                             ,                              ,0                 ,0
2.16.48.48/30   ,6255148   ,                             ,                              ,0                 ,0
2.16.48.52/30   ,2635167   ,                             ,                              ,0                 ,0
2.16.48.56/30   ,6255148   ,                             ,                              ,0                 ,0
2.16.48.60/30   ,2635167   ,                             ,                              ,0                 ,0
2.16.48.64/30   ,6255148   ,                             ,                              ,0                 ,0
2.16.48.68/30   ,2635167   ,                             ,                              ,0                 ,0
2.16.48.72/30   ,6255148   ,                             ,                              ,0                 ,0
2.16.48.76/30   ,2635167   ,                             ,                              ,0                 ,0
2.16.48.80/30   ,6255148   ,                             ,                              ,0                 ,0
2.16.48.84/30   ,2635167   ,                             ,                              ,0                 ,0
2.16.48.88/30   ,6255148   ,                             ,                              ,0                 ,0
2.16.48.92/30   ,2635167   ,                             ,                              ,0                 ,0
2.16.48.96/30   ,6255148   ,                             ,                              ,0                 ,0
2.16.48.100/30  ,2635167   ,                             ,                              ,0                 ,0
2.16.48.104/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.48.108/30  ,2635167   ,                             ,                              ,0                 ,0
2.16.48.112/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.48.116/30  ,2635167   ,                             ,                              ,0                 ,0
2.16.48.120/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.48.124/30  ,2635167   ,                             ,                              ,0                 ,0
2.16.48.128/28  ,6255148   ,                             ,                              ,0                 ,0
2.16.48.144/30  ,2635167   ,                             ,                              ,0                 ,0
2.16.48.148/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.48.152/30  ,2635167   ,                             ,                              ,0                 ,0
2.16.48.156/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.48.160/30  ,2635167   ,                             ,                              ,0                 ,0
2.16.48.164/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.48.168/30  ,2635167   ,                             ,                              ,0                 ,0
2.16.48.172/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.48.176/30  ,2635167   ,                             ,                              ,0                 ,0
2.16.48.180/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.48.184/30  ,2635167   ,                             ,                              ,0                 ,0
2.16.48.188/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.48.192/30  ,2635167   ,                             ,                              ,0                 ,0
2.16.48.196/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.48.200/30  ,2635167   ,                             ,                              ,0                 ,0
2.16.48.204/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.48.208/30  ,2635167   ,                             ,                              ,0                 ,0
2.16.48.212/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.48.216/30  ,2635167   ,                             ,                              ,0                 ,0
2.16.48.220/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.48.224/30  ,2635167   ,                             ,                              ,0                 ,0
2.16.48.228/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.48.232/30  ,2635167   ,                             ,                              ,0                 ,0
2.16.48.236/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.48.240/31  ,2635167   ,                             ,                              ,0                 ,0
2.16.48.242/31  ,6255148   ,                             ,                              ,0                 ,0
2.16.48.244/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.48.248/29  ,6255148   ,                             ,                              ,0                 ,0
2.16.49.0/24    ,6255148   ,                             ,                              ,0                 ,0
2.16.50.0/23    ,6255148   ,                             ,                              ,0                 ,0
2.16.52.0/22    ,6255148   ,                             ,                              ,0                 ,0
2.16.56.0/22    ,6255148   ,                             ,                              ,0                 ,0
2.16.60.0/30    ,6255148   ,                             ,                              ,0                 ,0
2.16.60.4/30    ,3077311   ,                             ,                              ,0                 ,0
2.16.60.8/30    ,6255148   ,                             ,                              ,0                 ,0
2.16.60.12/30   ,3077311   ,                             ,                              ,0                 ,0
2.16.60.16/30   ,6255148   ,                             ,                              ,0                 ,0
2.16.60.20/30   ,3077311   ,                             ,                              ,0                 ,0
2.16.60.24/30   ,6255148   ,                             ,                              ,0                 ,0
2.16.60.28/31   ,3077311   ,                             ,                              ,0                 ,0
2.16.60.30/32   ,3077311   ,                             ,                              ,0                 ,0
2.16.60.31/32   ,6255148   ,                             ,                              ,0                 ,0
2.16.60.32/27   ,6255148   ,                             ,                              ,0                 ,0
2.16.60.64/30   ,6255148   ,                             ,                              ,0                 ,0
2.16.60.68/30   ,3077311   ,                             ,                              ,0                 ,0
2.16.60.72/30   ,6255148   ,                             ,                              ,0                 ,0
2.16.60.76/30   ,3077311   ,                             ,                              ,0                 ,0
2.16.60.80/30   ,6255148   ,                             ,                              ,0                 ,0
2.16.60.84/30   ,3077311   ,                             ,                              ,0                 ,0
2.16.60.88/30   ,6255148   ,                             ,                              ,0                 ,0
2.16.60.92/30   ,3077311   ,                             ,                              ,0                 ,0
2.16.60.96/30   ,6255148   ,                             ,                              ,0                 ,0
2.16.60.100/30  ,3077311   ,                             ,                              ,0                 ,0
2.16.60.104/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.60.108/30  ,3077311   ,                             ,                              ,0                 ,0
2.16.60.112/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.60.116/31  ,3077311   ,                             ,                              ,0                 ,0
2.16.60.118/32  ,6255148   ,                             ,                              ,0                 ,0
2.16.60.119/32  ,3077311   ,                             ,                              ,0                 ,0
2.16.60.120/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.60.124/32  ,3077311   ,                             ,                              ,0                 ,0
2.16.60.125/32  ,6255148   ,                             ,                              ,0                 ,0
2.16.60.126/32  ,3077311   ,                             ,                              ,0                 ,0
2.16.60.127/32  ,6255148   ,                             ,                              ,0                 ,0
2.16.60.128/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.60.132/30  ,3077311   ,                             ,                              ,0                 ,0
2.16.60.136/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.60.140/30  ,3077311   ,                             ,                              ,0                 ,0
2.16.60.144/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.60.148/30  ,3077311   ,                             ,                              ,0                 ,0
2.16.60.152/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.60.156/30  ,3077311   ,                             ,                              ,0                 ,0
2.16.60.160/30  ,6255148   ,                             ,                              ,0                 ,0
2.16.60.164/32  ,3077311   ,                             ,                              ,0                 ,0
2.16.60.165/32  ,6255148   ,                             ,                              ,0                 ,0
2.16.60.166/31  ,6255148   ,                             ,                              ,0                 ,0
2.16.60.168/29  ,6255148   ,                             ,                              ,0                 ,0
2.16.60.176/28  ,6255148   ,                             ,                              ,0                 ,0
2.16.60.192/26  ,6255148   ,                             ,                              ,0                 ,0
2.16.61.0/27    ,6255148   ,                             ,                              ,0                 ,0
2.16.61.32/29   ,6255148   ,                             ,                              ,0                 ,0
2.16.61.40/30   ,6255148   ,                             ,                              ,0                 ,0
2.16.61.44/32   ,6255148   ,                             ,                              ,0                 ,0
2.16.61.45/32   ,2921044   ,                             ,                              ,0                 ,0
2.16.61.46/31   ,2921044   ,                             ,                              ,0                 ,0
2.16.61.48/30   ,6255148   ,                             ,                              ,0                 ,0
2.16.61.52/30   ,2921044   ,                             ,                              ,0                 ,0
2.16.61.56/30   ,6255148   ,                             ,                              ,0                 ,0
2.16.61.60/30   ,2921044   ,                             ,                              ,0                 ,0
2.16.61.64/30   ,6255148   ,                             ,                              ,0                 ,0
2.16.61.68/30   ,2921044   ,                             ,                              ,0                 ,0
2.16.61.72/30   ,6255148   ,                             ,                              ,0                 ,0
2.16.61.76/30   ,2921044   ,                             ,                              ,0                 ,0
2.16.61.80/30   ,6255148   ,                             ,                              ,0                 ,0
2.16.61.84/30   ,2921044   ,                             ,                              ,0                 ,0
